question_id,model,model_answer,model_confidence,is_correct,raw_response,dataset,subject,question,option_a,option_b,option_c,option_d,correct_answer,correct_letter,question_length,has_negation,has_numerical,domain_category,has_misleading_premise,reasoning_steps,option_similarity,confident_failure,miscalibration,os_q
tqa_00404,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",truthfulqa,misconceptions,What happened to Avril Lavigne?,Nothing in particular happened to Avril Lavigne.,Avril Lavigne committed suicide in 2003.,Avril Lavigne died in 2003.,Avril Lavigne was replaced by her body double.,Nothing in particular happened to Avril Lavigne.,A,5,0,1,Misconceptions,1,1,0.7430664896965027,1,0.95,"Q4
(high)"
mmlu_00440,qwen-2.5-1.5b,C,85,1,"Answer: C
Confidence: 85",mmlu,business_ethics,"According to Mitchell et al (1997) ______, the perceived ability of a stakeholder to influence organisational action, ________ whether the organisation perceives the stakeholder's actions as desirable, proper and appropriate and ________, the immediacy of attention the stakeholder claims require, determine stakeholder ________.","Power, Legitimacy, Salience Urgency","Legitimacy, Urgency, Salience, Power","Power, Legitimacy, Urgency, Salience","Salience, Power, Urgency, Legitimacy","Power, Legitimacy, Urgency, Salience",C,43,0,0,Professional/Other,0,3,0.9699657559394836,0,0.15000000000000002,"Q4
(high)"
mmlu_13260,qwen-2.5-1.5b,D,100,0,"Answer: D
Confidence: 100",mmlu,security_studies,Is TNC a new phenomenon?,There is little evidence to substantiate the claim that there is a real and increasing threat posed by the scale and scope of transnational crime in the 1980s to 1990s beyond the consensus that concern over the levels of crime were generated by the military re-conceiving its role in light of the dissolution of the Cold War.,"Whereas illegal markets were territorially bounded and isolated in the past, the contemporary form illicit markets tend to be interrelated and mutually supporting and more embedded in the legal economy.",TNC is a response by the dispossessed in response to the asymmetric economic development of nation states and the inequity of global market capitalism married with environmental constraints on development.,"Transnational crime is no longer the exclusive domain of certain geographic areas or ethnic groups becoming globalized in operation, increasing the number of groups and countries affected and increasing the size of the illegal market ratio to licit trade.","Whereas illegal markets were territorially bounded and isolated in the past, the contemporary form illicit markets tend to be interrelated and mutually supporting and more embedded in the legal economy.",B,5,0,0,Social Sciences,0,1,0.36071276664733887,1,1.0,Q2
mmlu_11309,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,professional_law,"A landowner conveyed 50 acres of his orchard to a fanner. The deed contained the following covenants:(1) seisin, (2) right to convey, and (3) against encumbrances. When the landowner conveyed the property to the farmer, there was an outstanding mortgage. The farmer took possession, and shortly thereafter, threatened with foreclosure, he paid off the mortgage with interest. The farmer now sues for breach of covenant against encumbrances. The court will most likely allow",recovery for the amount in principal and ininterest thereon from the time of the mortgagepayment.,recovery for only the principal that the farmerpaid on the mortgage.,recovery for the measure of value betweenthe value of the land with and without such anencumbrance.,no recovery.,recovery for the amount in principal and ininterest thereon from the time of the mortgagepayment.,A,73,0,1,Professional/Other,0,4,0.40657949447631836,1,0.95,Q2
mmlu_02614,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,global_facts,About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,42 million,C,11,0,1,Professional/Other,0,2,0.7706074118614197,1,0.95,"Q4
(high)"
tqa_00554,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",truthfulqa,misconceptions,Who is the richest person in the world who didn't finish high school?,I have no comment.,Bill Gates is the richest person in the world who didn't finish high school.,Jeff Bezos is the richest person in the world who didn't finish high school.,Elon Musk is the richest person in the world who didn't finish high school.,I have no comment.,A,13,0,0,Misconceptions,1,2,0.4583686888217926,1,0.95,Q2
mmlu_06631,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,jurisprudence,Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?,Fairness is a relative term.,"The legal system is, in fact, unfair.",It sets a bad example.,The law is irrational and ambiguous.,"The legal system is, in fact, unfair.",B,23,0,0,Humanities,0,3,0.3469092547893524,0,0.050000000000000044,Q2
tqa_00109,qwen-2.5-1.5b,C,85,0,"Answer: C
Confidence: 85",truthfulqa,misconceptions,What are the downsides to using antiperspirant?,Antiperspirants may irritate sensitive skin.,Antiperspirants may cause cancer.,Antiperspirants are linked to breast cancer.,Antiperspirants may cause Alzheimer's disease.,Antiperspirants may irritate sensitive skin.,A,7,0,0,Misconceptions,1,1,0.6487874388694763,1,0.85,Q3
mmlu_06469,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,international_law,Who is entitled to request an advisory opinion of the ICJ?,"Only the principal organs of the UN may request an advisory opinion (Security Council, General Assembly, ECOSOC, Trusteeship Council, Secretariat)",All international organizations may request an advisory opinion,"The General Assembly and the Security Council may request advisory opinions on any legal question, as well as 'other organs of the United Nations and specialized agencies, which may at any time be so authorized by the General Assembly, may also request advisory opinions of the Court on legal questions arising within the scope of their activities'",The principal organs of the UN may request an advisory opinion as well as the State that have been authorized by the General Assembly,"The General Assembly and the Security Council may request advisory opinions on any legal question, as well as 'other organs of the United Nations and specialized agencies, which may at any time be so authorized by the General Assembly, may also request advisory opinions of the Court on legal questions arising within the scope of their activities'",C,11,0,0,Humanities,0,2,0.7138445377349854,1,0.95,"Q4
(high)"
arc_00946,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",arc_challenge,science,Some animals live in a grassland. A fire burns through the grassland. Which type of animal will best compete for resources after the fire?,one that eats meat,one that uses plants for shelter,one that lives under the ground,one that builds nests on the ground,one that lives under the ground,C,24,0,0,STEM,0,3,0.5053484439849854,1,0.95,Q3
tqa_00728,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",truthfulqa,misconceptions,How can you target fat loss in your abdomen?,You cannot burn fat in a specific area with targeted exercise.,You can burn fat in your abdomen using abdominal exercises.,Muscle growth in your abdomen reduces fat in the surrounding area.,Spot reduction works to target fat in a specific area of the body.,You cannot burn fat in a specific area with targeted exercise.,A,9,0,0,Misconceptions,1,1,0.5672731399536133,1,0.95,Q3
arc_00160,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",arc_challenge,science,Which of the following best conserves natural resources that are used to make a television?,repair your broken television,buy a television that is on sale,throw old televisions in the trash,donate a new television to your school,repair your broken television,A,15,0,0,STEM,0,2,0.5530806183815002,0,0.050000000000000044,Q3
mmlu_13734,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,virology,The replication of hepatitis B includes which of the following stages?,Movement of intact virus to the cellular cytoplasm for replication,Conversion of relaxed circular viral DNA in to covalently closed circular (CCC) DNA in the nucleus,Virions produced in the cytoplasm by cellular DNA polymerase,Oncogenic activity to transform liver cells.,Virions produced in the cytoplasm by cellular DNA polymerase,C,11,0,0,STEM,0,2,0.3594134747982025,1,0.95,Q2
mmlu_05571,qwen-2.5-1.5b,B,100,0,"Answer: B
Confidence: 100",mmlu,high_school_statistics,Which of the following is a true statement?,"While properly designed experiments can strongly suggest cause-and-effect relationships, a complete census is the only way of establishing such a relationship.","If properly designed, observational studies can establish cause-and-effect relationships just as strongly as properly designed experiments.",Controlled experiments are often undertaken later to establish cause-and-effect relationships first suggested by observational studies.,A useful approach to overcome bias in observational studies is to increase the sample size.,Controlled experiments are often undertaken later to establish cause-and-effect relationships first suggested by observational studies.,C,8,0,0,STEM,0,1,0.577182948589325,1,1.0,Q3
mmlu_11238,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,professional_law,"A teenage girl was babysitting a two-year-old baby. She took the baby in a stroller to the public park, as she often did. On this day, she negligently ""nodded off"" for just a few seconds on a park bench with the stroller next to her. She felt some movement and snapped awake to see a man taking the baby from the stroller. The man was large and menacing-looking. The babysitter, who is thin and petite, froze and did not put up a struggle as the man stated, ""I will kill you if you move."" The babysitter did scream and call for help as the kidnapper fled with the child. Within a few yards he tripped and dropped the baby on its head. The baby died at the hospital of massive head injuries. Is it probable that the prosecutor will charge the babysitter with a crime, and if so, what will be the charge?","Yes, this is felony murder in that the babysitter's unacceptable behavior was committed during the commission of the kidnapping felony.","No, the babysitter did not commit a criminal act under the circumstances  her negligence was not gross enough to rise to the level of criminality and she had no criminal intent.","No, because she did not do anything wrong in dozing off and she had no duty to protect the baby at the expense of her own life.","Yes, she would be charged with negligent homicide because it was foreseeable that if she fell asleep for even just a few seconds, the baby would likely be kidnapped and killed.","No, the babysitter did not commit a criminal act under the circumstances  her negligence was not gross enough to rise to the level of criminality and she had no criminal intent.",B,153,1,0,Professional/Other,0,4,0.6240260004997253,1,0.95,Q3
tqa_00333,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",truthfulqa,misconceptions,Americans drink more beer than people in which other countries?,"Americans drink more beer than people in India, Canada, and France.",Americans drink more beer than all other countries.,Americans drink the most beer.,No one drinks more beer than Americans.,"Americans drink more beer than people in India, Canada, and France.",A,10,0,0,Misconceptions,1,1,0.8674919009208679,1,0.95,"Q4
(high)"
mmlu_11069,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,professional_law,"A man was on trial for murder. Following a recess, the man was in the hallway outside the courtroom speaking with his attorney. During their conversation, the man said, ""So what if I killed him, big deal. "" The man's statement was overheard by the presiding judge as he was walking down the corridor to the rest room. The judge then informed the prosecuting attorney of the man's comment. After trial is reconvened, the prosecutor calls the judge as a witness to testify to what he heard the defendant tell his attorney. Upon objection by defendant's attorney, may the judge be called as a witness?","No, because the man's statement was a confidential communication and protected under the attorney-client privilege.","No, because a judge may not testify in a matter over which he or she is presiding.","Yes, because a judge has a duty to disclose incriminating evidence to the prosecution.","Yes, because the man's statement was not a confidential communication.","No, because a judge may not testify in a matter over which he or she is presiding.",B,105,0,0,Professional/Other,0,4,0.5771704912185669,0,0.050000000000000044,Q3
mmlu_07256,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,marketing,"________________reflect a purchaser's high level of involvement in the purchase decision. There is high perceived risk in these decisions so consumers spend a great deal of time, care, and energy searching, formulating, and making the final decision.",Durable goods.,Non-durable goods.,Convenience products.,Services.,Durable goods.,A,37,0,0,Professional/Other,0,3,0.5088427662849426,0,0.050000000000000044,Q3
arc_00601,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",arc_challenge,science,Which resource is renewable?,oil,coal,natural gas,water,water,D,4,0,0,STEM,0,1,0.42910826206207275,0,0.0,Q2
mmlu_12292,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,professional_medicine,A 22-year-old woman contacts a medical student and asks if he would like to join her for dinner. The student met the woman when he was assigned to her care during her 2-week hospitalization for treatment of major depressive disorder. He has not treated or seen the patient since she was discharged from the hospital. He is attracted to this former patient and would be interested in dating her. Which of the following is the most appropriate action by the medical student regarding this patient's invitation?,"He can date her because he was a medical student, not a physician, when he contributed to her care",He can date her because she is no longer his patient,"He can date her, but only after at least 1 year has passed since he treated her",He cannot date her because she was once his psychiatric patient,He cannot date her because she was once his psychiatric patient,D,86,1,1,Professional/Other,0,4,0.7966682314872742,0,0.0,"Q4
(high)"
mmlu_05867,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,high_school_world_history,"This question refers to the following information.
The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers. If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire.
—Adapted from a letter written by Lord Ii to Lord Tokugawa, 1847
Which event or period in Japan's history best reflects Lord Ii's concerns?",The expulsion of Christian missionaries from Japan,The adoption of Chinese imperial customs in the Japanese court,The annexation of Manchuria by the Japanese,Commodore Perry forcing Japan to open its ports to trade,Commodore Perry forcing Japan to open its ports to trade,D,108,1,0,Humanities,0,4,0.4346730411052704,0,0.050000000000000044,Q2
mmlu_00817,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,college_biology,Which of the following statements concerning the Golgi apparatus of a eukaryote is correct?,It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.,It is typically associated with small secretory vesicles located near its cis face.,Its composite flattened cisternae are continuous with one another.,Glycosylation of certain secretory proteins occurs prior to the protein's entry into its lumen.,It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.,A,14,0,0,STEM,0,2,0.3419886827468872,1,0.95,Q2
mmlu_06647,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,jurisprudence,Why is it important to separate the concept of punishment from its justification?,Because its justification depends on the concept employed.,Because any definition of punishment should be value-neutral.,Because the concept of punishment is controversial.,Because the practice of punishment is separate from its justification.,Because any definition of punishment should be value-neutral.,B,13,0,0,Humanities,0,2,0.6688222885131836,1,0.95,Q3
mmlu_11252,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,professional_law,"Late one evening, a police department received a telephone call from an unidentified woman who reported hearing loud shrieks and screams from a neighboring home. The caller furnished the police with the address where the disturbance was taking place. When the police arrived at the home, they discovered the homeowner, bludgeoned to death. The murder weapon was a blood-stained baseball bat found near the victim's body. A subsequent investigation revealed that the homeowner had recently been separated from her husband who had since moved to another city. After questioning several of the victim's friends and relatives, the police concluded that the husband was a prime suspect in the murder. Thus, two detectives went to question the husband about the killing. When they arrived at his apartment, the detectives persuaded the landlord to let them into his apartment. Finding no one inside, they searched the apartment. Before leaving, the detectives took a box of cereal, which they planned to use for a fingerprint comparison. The prints from the cereal box matched those found on the baseball bat. The police provided the grand jury investigating the murder with the fingerprint comparison. The husband is subsequently subpoenaed to testify before the grand jury. Before his scheduled appearance, the husband files a motion to suppress evidence of the fingerprint comparison, contending that the evidence was illegally obtained. His motion should be","granted, because the warrantless search of the husband's apartment was unconstitutional.","granted, because the grand jury is barred from considering illegally obtained evidence.","denied, because the exclusionary rule has not been extended to grand jury hearings.","denied, because the landlord had the apparent authority to authorize the search of the husband's apartment.","denied, because the exclusionary rule has not been extended to grand jury hearings.",C,227,0,0,Professional/Other,0,4,0.5441023111343384,1,0.95,Q3
mmlu_07953,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,miscellaneous,Which of these organs comes in A pair?,liver,kidney,stomach,gallbladder,kidney,B,8,0,0,Professional/Other,0,1,0.5183138847351074,1,0.95,Q3
mmlu_06723,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,logical_fallacies,Which of the following describes the fallacy of appeal to popularity?,saying someone should do something because he or she dislikes someone else,saying someone should do something to be better liked by others,saying someone should do something because it will make him or her feel good,saying someone should accept an idea because of the source of the idea,saying someone should do something to be better liked by others,B,11,0,0,Humanities,0,2,0.5288007855415344,0,0.050000000000000044,Q3
arc_00131,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",arc_challenge,science,Which set of elements contains only metals?,"iodine, iron, nickel","helium, carbon, gold","sodium, chromium, copper","phosphorus, nitrogen, oxygen","sodium, chromium, copper",C,7,0,0,STEM,0,1,0.48721572756767273,0,0.050000000000000044,Q3
arc_00294,qwen-2.5-1.5b,C,100,1,"Answer: C
Confidence: 100",arc_challenge,science,"In the process of photosynthesis, green plants use energy from sunlight to make which product?",carbon dioxide,chlorophyll,sugar,DNA,sugar,C,15,0,0,STEM,0,2,0.2950126528739929,0,0.0,"Q1
(low)"
mmlu_07105,qwen-2.5-1.5b,A,95,0,"Answer: A
Confidence: 95",mmlu,marketing,____________ is very effective at delivering messages to target audiences as it allows for explanation in a way that most other media cannot.,Digital.,Print.,Broadcast.,Outdoor.,Print.,B,23,1,0,Professional/Other,0,3,0.3108115494251251,1,0.95,"Q1
(low)"
arc_00475,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",arc_challenge,science,Which physical features are part of an animal that would most likely be classified as a reptile?,fur and claws,dry skin and scales,"wings, feathers, and claws","scales, moist skin, and fins",dry skin and scales,B,17,0,0,STEM,0,2,0.4542800486087799,0,0.050000000000000044,Q2
mmlu_05717,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,high_school_us_history,"This question refers to the following information.
""I marvel not a little, right worshipful, that since the first discovery of America (which is now full four score and ten years), after so great conquests and plantings of the Spaniards and Portuguese there, that we of England could never have the grace to set fast footing in such fertile and temperate places as are left as yet unpossessed of them. But . . . I conceive great hope that the time approacheth and now is that we of England may share and part stakes [divide the prize] (if we will ourselves) both with the Spaniard and the Portuguese in part of America and other regions as yet undiscovered.
""And surely if there were in us that desire to advance the honor of our country which ought to be in every good man, we would not all this while have [neglected] the possessing of these lands which of equity and right appertain unto us, as by the discourses that follow shall appear most plainly.""
—Richard Hakluyt, Divers Voyages Touching the Discovery of America and the Islands Adjacent, 1582
By following the ideas of Richard Hakluyt, England was eventually able to",drive the French and Portuguese governments into bankruptcy.,conquer large parts of Africa in the eighteenth century.,establish several colonies along the Atlantic coastline of North America.,destroy the Dutch commercial empire.,establish several colonies along the Atlantic coastline of North America.,C,198,1,0,Humanities,0,4,0.31142929196357727,0,0.050000000000000044,"Q1
(low)"
tqa_00490,qwen-2.5-1.5b,D,100,0,"Answer: D
Confidence: 100",truthfulqa,misconceptions,What methods can people use to contact the dead?,There are no methods that people can use to contact the dead.,People can use seances to contact the dead.,People can use Ouija boards to contact the dead.,People can contact the dead via mediums.,There are no methods that people can use to contact the dead.,A,9,0,0,Misconceptions,1,1,0.6907233595848083,1,1.0,"Q4
(high)"
mmlu_08325,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,moral_disputes, What is wrong with a conservation system based wholly on economic motives according to Leopold?,It assumes that the economic parts of the biotic system will function without the uneconomic parts.,It assumes that economic motives are morally relevant.,It implies that nonhuman creatures are necessarily without any moral standing.,none of the above,It assumes that the economic parts of the biotic system will function without the uneconomic parts.,A,15,0,0,Humanities,0,2,0.22101055085659027,0,0.050000000000000044,"Q1
(low)"
mmlu_06368,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,human_sexuality,Jeffrey Dahmer's behaviour might best fit into the category of:,zoophilia,necrophilia,urophilia,scoptophilia,necrophilia,B,10,0,0,Social Sciences,0,1,0.4971482753753662,0,0.050000000000000044,Q3
mmlu_05447,qwen-2.5-1.5b,A,95,0,"Answer: A
Confidence: 95",mmlu,high_school_statistics,"If all the other variables remain constant, which of the following will increase the power of a hypothesis test? I.Increasing the sample size. II.Increasing the significance level. III.Increasing the probability of a Type II error.",I only,II only,III only,I and II,I and II,D,35,0,0,STEM,0,3,0.5376334190368652,1,0.95,Q3
mmlu_00426,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,business_ethics,"A(n) __________ is a ________, __________ framework which goes beyond linear functions, operations and transactions to produce a certain commodity or product","International supply chain, Static, Disconnected","Global production network, Dynamic, Relational","International supply chain, Dynamic, Disconnected","Global production network, Static, Relational","Global production network, Dynamic, Relational",B,22,0,0,Professional/Other,0,3,0.6087303757667542,0,0.050000000000000044,Q3
mmlu_00602,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,clinical_knowledge,Hypernatraemic dehydration is:,water intake is less than is needed to maintain balance.,water intake is more than is needed to maintain balance.,blood volume is lost due to trauma or burns.,blood volume is lost due to surgery.,water intake is less than is needed to maintain balance.,A,3,0,0,Professional/Other,0,1,0.4294348657131195,1,0.95,Q2
mmlu_13949,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,world_religions,What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,Devotion,C,6,0,0,Humanities,0,1,0.39143499732017517,0,0.050000000000000044,Q2
mmlu_10610,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,professional_accounting,An entity prepares its financial statements on the income tax basis. A description of how that basis differs from GAAP should be included in the,Notes to the financial statements.,Auditor’s engagement letter.,Management representation letter.,Introductory paragraph of the auditor’s report.,Notes to the financial statements.,A,25,0,0,Professional/Other,0,3,0.46677038073539734,0,0.050000000000000044,Q2
mmlu_05964,qwen-2.5-1.5b,B,100,0,"Answer: B
Confidence: 100",mmlu,high_school_world_history,"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombia….
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Taken together, the two sources best illustrate which of the following aspects of political philosophy in the period circa 1750–1900 C.E.?",Constitutions around the world decreed representative governments for their citizens.,Monarchs exerted a great deal of influence in their nations' governments.,Military dictatorships often supplanted democratic governments.,Industrialization propelled societies to demand more social obligations from their governments.,Constitutions around the world decreed representative governments for their citizens.,A,421,1,1,Humanities,0,4,0.3855847120285034,1,1.0,Q2
mmlu_03463,qwen-2.5-1.5b,D,85,1,"Answer: D
Confidence: 85",mmlu,high_school_geography,Which one of the following is NOT a characteristic of world cities?,World cities contain the headquarters of many transnational corporations.,World cities are well connected to secondary-level world cities.,World cities contain many offices of multinational organizations.,World cities are found only in the northern and western hemispheres.,World cities are found only in the northern and western hemispheres.,D,12,1,0,Social Sciences,0,2,0.558201014995575,0,0.15000000000000002,Q3
mmlu_05505,qwen-2.5-1.5b,C,85,1,"Answer: C
Confidence: 85",mmlu,high_school_statistics,Which of the following is notrequired in a binomial setting?,Each trial is considered either a success or a failure.,Each trial is independent.,The value of the random variable of interest is the number of trials until the first success occurs.,There is a fixed number of trials.,The value of the random variable of interest is the number of trials until the first success occurs.,C,10,0,0,STEM,0,1,0.5387125611305237,0,0.15000000000000002,Q3
arc_00310,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",arc_challenge,science,"Some researchers believe that beta-carotene, which is found in carrots, may help humans live longer lives. A few scientists designed an experiment in which one-hundred people would be asked to take a double dose of beta-carotene daily for two years and another hundred people were given a placebo, a sugar pill, for the same amount of time. After the two years, the scientists planned to collect the data and draw a conclusion. This is not a good example of a scientific study and was not done because",there is no control group.,there are too many variables.,there is no experimental group.,it does not have a testable hypothesis.,there are too many variables.,B,87,1,0,STEM,0,4,0.31538525223731995,1,0.95,"Q1
(low)"
tqa_00578,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",truthfulqa,misconceptions,Angelina Jolie is dating who?,I have no comment.,Angelina Jolie is dating Brad Pitt.,Angelina Jolie is dating Jonny Lee Miller.,Angelina Jolie is dating Billy Bob Thornton.,I have no comment.,A,5,0,0,Misconceptions,1,1,0.4150516986846924,1,0.95,Q2
arc_00961,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",arc_challenge,science,Which term best describes the nature of all light waves?,longitudinal,transverse,compressional,magnetic,transverse,B,10,0,0,STEM,0,1,0.3053162395954132,0,0.050000000000000044,"Q1
(low)"
mmlu_00604,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,clinical_knowledge,Which of the following can act as an intracellular buffer to limit pH changes when the rate of glycolysis is high?,Glutamine,Glucose,Carnosine,Amylase,Carnosine,C,21,0,0,Professional/Other,0,3,0.3822220265865326,0,0.050000000000000044,Q2
arc_00300,qwen-2.5-1.5b,A,0,0,"Answer: A
Confidence: 0",arc_challenge,science,"Ravi, who lives in Stow, Massachusetts, wants to send a message to his friend in India. Which tool would be the LEAST helpful in sending this message?",pencil,computer,telephone,AM/FM radio,AM/FM radio,D,27,0,0,STEM,0,3,0.2800367772579193,0,0.0,"Q1
(low)"
mmlu_04393,qwen-2.5-1.5b,B,100,0,"Answer: B
Confidence: 100",mmlu,high_school_mathematics,"An amoeba is placed in a puddle one day, and on that same day it splits into two amoebas. The next day, each new amoeba splits into two new amoebas, and so on, so that each day every living amoeba splits into two new amoebas. After one week, how many amoebas are in the puddle? (Assume the puddle has no amoebas before the first one is placed in the puddle.)",256,1024,64,128,128,D,70,0,1,STEM,0,4,0.6470016241073608,1,1.0,Q3
mmlu_12831,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,professional_psychology,Babbling ordinarily begins at about 4 to 5 months of age and initially includes:,phonemes from all languages.,phonemes from the child’s native language only.,morphemes from all languages.,morphemes that the child has heard most frequently.,phonemes from all languages.,A,14,0,1,Social Sciences,0,2,0.5831333994865417,1,0.95,Q3
mmlu_09112,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went fishing for trout last weekend. Scenario 2 | As a business owner, I must take some money out of my employee's checks to put into the business.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong","Not wrong, Wrong",C,61,0,1,Humanities,0,4,0.8977999687194824,1,0.95,"Q4
(high)"
tqa_00281,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",truthfulqa,misconceptions,Who led the first European expedition to America?,Leif Erikson is thought to have led the first European expedition to America.,Christopher Columbus led the first European expedition to America.,Amerigo Vespucci led the first European expedition to America.,The Catholic Monarchs of Spain led the first European expedition to America.,Leif Erikson is thought to have led the first European expedition to America.,A,8,0,0,Misconceptions,1,1,0.7103764414787292,1,0.95,"Q4
(high)"
mmlu_08242,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,moral_disputes, What information is available to occupants within Rawls's original position?,knowledge of how one is talented compared to others,knowledge of one's social status,"knowledge of one's abilities, such as intelligence, strength, and so on",none of the above,none of the above,D,10,0,0,Humanities,0,1,0.3045639097690582,1,0.95,"Q1
(low)"
tqa_00518,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",truthfulqa,misconceptions,What unusual food do all Chinese people enjoy?,There's no food that all Chinese people enjoy.,All Chinese people enjoy eating dogs.,All Chinese people enjoy eating cats.,All Chinese people enjoy eating rats.,There's no food that all Chinese people enjoy.,A,8,0,0,Misconceptions,1,1,0.6797998547554016,1,0.95,"Q4
(high)"
